Tempo(s)    P0(KPa) P0+Coluna(KPa)  P1(KPa) P1+Coluna(KPa)  Vazao(L/min)    Pulsos
0.000	1.19	6.41	0.03	7.77	0.000	0
0.032	1.11	6.34	0.00	7.74	0.000	0
0.064	1.06	6.29	-0.00	7.74	0.000	0
0.096	1.09	6.32	-0.02	7.73	0.000	0
0.128	1.10	6.32	0.03	7.77	0.000	0
0.160	1.01	6.24	-0.00	7.74	0.000	0
0.192	1.06	6.29	0.01	7.75	0.000	0
0.224	1.10	6.32	0.00	7.74	0.000	0
0.256	1.10	6.32	-0.01	7.73	0.000	0
0.288	1.11	6.33	0.02	7.76	0.000	0
0.320	1.08	6.30	0.00	7.74	0.000	0
0.352	1.07	6.30	0.01	7.75	0.000	0
0.384	1.14	6.36	-0.01	7.73	0.000	0
0.416	1.13	6.35	-0.02	7.72	0.000	0
0.448	1.12	6.34	0.01	7.75	0.000	0
0.480	1.08	6.30	0.01	7.75	0.000	0
0.512	0.98	6.21	0.02	7.76	0.000	0
0.544	1.04	6.26	0.01	7.75	0.000	0
0.576	1.03	6.25	-0.00	7.74	0.000	0
0.608	0.97	6.20	0.06	7.80	0.000	0
0.640	0.99	6.21	0.01	7.75	0.000	0
0.672	1.02	6.24	0.01	7.75	0.000	0
0.704	1.01	6.23	0.02	7.76	0.000	0
0.736	1.06	6.29	-0.01	7.73	0.000	0
0.768	1.03	6.25	0.03	7.77	0.000	0
0.800	0.98	6.20	0.02	7.76	0.000	0
0.832	0.98	6.20	0.01	7.75	0.000	0
0.864	0.97	6.19	0.02	7.76	0.000	0
0.896	0.97	6.20	-0.01	7.73	0.000	0
0.928	0.97	6.19	0.02	7.76	0.000	0
0.960	0.97	6.20	0.01	7.75	0.000	0
0.992	0.96	6.19	0.00	7.74	0.000	0
1.024	0.94	6.17	0.01	7.75	0.000	0
1.056	0.91	6.13	-0.01	7.73	0.000	0
1.088	0.89	6.11	0.03	7.77	0.000	0
1.120	0.87	6.10	0.02	7.76	0.000	0
1.152	0.86	6.08	0.01	7.75	0.000	0
1.184	0.83	6.05	0.03	7.77	0.000	0
1.216	0.69	5.92	0.02	7.76	0.000	0
1.248	0.71	5.94	0.03	7.77	0.000	0
1.280	0.77	5.99	0.02	7.76	0.000	0
1.312	0.80	6.03	-0.00	7.74	0.000	0
1.344	0.80	6.03	0.01	7.75	0.000	0
1.376	0.79	6.01	-0.01	7.73	0.000	0
1.408	0.76	5.98	0.01	7.75	0.000	0
1.440	0.71	5.93	0.04	7.78	0.000	0
1.472	0.59	5.81	0.03	7.77	0.000	0
1.504	0.57	5.80	0.06	7.80	0.000	0
1.536	0.53	5.75	0.04	7.78	0.000	0
1.568	0.51	5.74	0.05	7.79	0.000	0
1.600	0.54	5.76	0.03	7.77	0.000	0
1.632	0.63	5.85	0.00	7.74	0.000	0
1.664	0.58	5.81	0.03	7.77	0.000	0
1.696	0.52	5.74	0.04	7.78	0.000	0
1.728	0.47	5.69	0.03	7.77	0.000	0
1.760	0.55	5.77	0.05	7.79	0.000	0
1.792	0.45	5.67	0.01	7.75	0.000	0
1.824	0.49	5.72	0.03	7.77	0.000	0
1.856	0.46	5.68	0.03	7.77	0.000	0
1.888	0.45	5.67	0.02	7.76	0.000	0
1.920	0.46	5.68	0.05	7.79	0.000	0
1.952	0.38	5.60	0.01	7.75	0.000	0
1.984	0.39	5.62	0.02	7.77	0.000	0
2.016	0.36	5.58	0.02	7.76	0.000	0
2.048	0.32	5.55	0.02	7.76	0.000	0
2.080	0.32	5.54	0.05	7.79	0.000	0
2.112	0.27	5.49	0.02	7.76	0.000	0
2.144	0.25	5.48	0.02	7.76	0.000	0
2.176	0.26	5.48	0.01	7.75	0.000	0
2.208	0.26	5.48	0.00	7.74	0.000	0
2.240	0.23	5.46	0.03	7.78	0.000	0
2.272	0.20	5.43	-0.00	7.74	0.000	0
2.304	0.14	5.37	0.02	7.76	0.000	0
2.336	0.14	5.37	0.01	7.75	0.000	0
2.368	0.11	5.33	0.01	7.75	0.000	0
2.400	0.11	5.34	0.04	7.78	0.000	0
2.432	0.05	5.27	0.01	7.75	0.000	0
2.464	0.02	5.24	0.02	7.76	0.000	0
2.496	-0.03	5.19	0.02	7.76	0.000	0
2.528	-0.05	5.17	0.01	7.75	0.000	0
2.560	-0.10	5.12	0.05	7.79	0.000	0
2.592	-0.12	5.11	0.01	7.75	0.000	0
2.624	-0.13	5.09	0.02	7.77	0.000	0
2.656	-0.18	5.05	0.02	7.77	0.000	0
2.688	-0.23	4.99	0.01	7.75	0.000	0
2.720	-0.25	4.97	0.05	7.79	0.000	0
2.752	-0.30	4.92	0.03	7.77	0.000	0
2.784	-0.36	4.86	0.03	7.78	0.000	0
2.816	-0.40	4.82	0.04	7.78	0.000	0
2.848	-0.48	4.74	0.02	7.76	0.000	0
2.880	-0.58	4.64	0.06	7.80	0.000	0
2.912	-0.61	4.61	0.04	7.78	0.000	0
2.944	-0.64	4.58	0.06	7.80	0.000	0
2.976	-0.63	4.59	0.06	7.80	0.000	0
3.008	-0.38	4.84	0.03	7.78	0.000	0
3.040	-0.30	4.93	0.06	7.80	0.000	0
3.072	-0.19	5.03	0.04	7.78	0.000	0
3.104	-0.07	5.15	0.03	7.78	0.000	0
3.136	0.11	5.33	0.03	7.77	0.000	0
3.168	0.25	5.47	0.01	7.75	0.000	0
3.200	0.41	5.63	0.03	7.77	0.000	0
3.232	0.53	5.75	0.02	7.76	0.000	0
3.264	0.60	5.82	0.01	7.75	0.000	0
