Contador    P0  P1
0	-2.22	-2.22
1	-2.22	-2.22
2	7.90	-2.22
3	7.90	7.58
4	7.90	7.58
5	7.94	7.58
6	7.94	7.60
7	7.94	7.60
8	7.85	7.60
9	7.85	7.56
10	7.85	7.56
11	7.82	7.56
12	7.82	7.61
13	7.82	7.61
14	7.85	7.61
15	7.85	7.59
16	7.85	7.59
17	7.84	7.59
18	7.84	7.57
19	7.84	7.57
20	7.83	7.57
21	-0.00	0.03
22	-0.00	0.03
23	-0.01	0.03
24	-0.01	-0.01
25	-0.01	-0.01
26	-0.02	-0.01
27	-0.02	0.04
28	-0.02	0.04
29	0.01	0.04
30	0.01	0.02
31	0.01	0.02
32	0.02	0.02
33	0.02	-0.00
34	0.02	-0.00
35	0.02	-0.00
36	0.02	0.03
37	0.02	0.03
38	0.05	0.03
39	0.05	-0.01
40	0.05	-0.01
41	0.07	-0.01
42	0.07	0.03
43	0.07	0.03
44	0.04	0.03
45	0.04	0.01
46	0.04	0.01
47	0.05	0.01
48	0.05	-0.00
49	0.05	-0.00
50	0.06	-0.00
51	0.06	0.03
52	0.06	0.03
53	0.07	0.03
54	0.07	-0.01
55	0.07	-0.01
56	0.11	-0.01
57	0.11	0.03
58	0.11	0.03
59	0.12	0.03
60	0.12	0.01
61	0.12	0.01
62	0.13	0.01
63	0.13	-0.00
64	0.13	-0.00
65	0.16	-0.00
66	0.16	0.03
67	0.16	0.03
68	0.18	0.03
69	0.18	-0.01
70	0.18	-0.01
71	0.19	-0.01
72	0.19	0.03
73	0.19	0.03
74	0.22	0.03
75	0.22	0.01
76	0.22	0.01
77	0.23	0.01
78	0.23	-0.00
79	0.23	-0.00
80	0.24	-0.00
81	0.24	0.03
82	0.24	0.03
83	0.25	0.03
84	0.25	-0.01
85	0.25	-0.01
86	0.26	-0.01
87	0.26	0.03
88	0.26	0.03
89	0.28	0.03
90	0.28	0.01
91	0.28	0.01
92	0.31	0.01
93	0.31	-0.01
94	0.31	-0.01
95	0.34	-0.01
96	0.34	0.02
97	0.34	0.02
98	0.39	0.02
99	0.39	-0.02
100	0.39	-0.02
101	0.41	-0.02
102	0.41	0.03
103	0.41	0.03
104	0.45	0.03
105	0.45	0.00
106	0.45	0.00
107	0.49	0.00
108	0.49	-0.01
109	0.49	-0.01
110	0.48	-0.01
111	0.48	0.02
112	0.48	0.02
113	0.43	0.02
114	0.43	-0.02
115	0.43	-0.02
116	0.43	-0.02
117	0.43	0.03
118	0.43	0.03
119	0.41	0.03
120	0.41	0.00
121	0.41	0.00
122	0.44	0.00
123	0.44	-0.00
124	0.44	-0.00
125	0.44	-0.00
126	0.44	0.02
127	0.44	0.02
128	0.43	0.02
129	0.43	-0.02
130	0.43	-0.02
131	0.45	-0.02
132	0.45	0.03
133	0.45	0.03
134	0.47	0.03
135	0.47	-0.00
136	0.47	-0.00
137	0.48	-0.00
138	0.48	-0.01
139	0.48	-0.01
140	0.48	-0.01
141	0.48	0.02
142	0.48	0.02
143	0.52	0.02
144	0.52	-0.02
145	0.52	-0.02
146	0.52	-0.02
147	0.52	0.03
148	0.52	0.03
149	0.54	0.03
150	0.54	-0.00
151	0.54	-0.00
152	0.53	-0.00
153	0.53	-0.01
154	0.53	-0.01
155	0.55	-0.01
156	0.55	0.02
157	0.55	0.02
158	0.56	0.02
159	0.56	-0.02
160	0.56	-0.02
161	0.57	-0.02
162	0.57	0.03
163	0.57	0.03
164	0.58	0.03
165	0.58	-0.01
166	0.58	-0.01
167	0.59	-0.01
168	0.59	-0.00
169	0.59	-0.00
170	0.62	-0.00
171	0.62	0.02
172	0.62	0.02
173	0.63	0.02
174	0.63	-0.02
175	0.63	-0.02
176	0.59	-0.02
177	0.59	0.03
178	0.59	0.03
179	0.53	0.03
180	0.53	-0.01
181	0.53	-0.01
182	0.54	-0.01
183	0.54	-0.00
184	0.54	-0.00
185	0.55	-0.00
186	0.55	0.02
187	0.55	0.02
188	0.57	0.02
189	0.57	-0.02
190	0.57	-0.02
191	0.57	-0.02
192	0.57	0.02
193	0.57	0.02
194	0.58	0.02
195	0.58	-0.01
196	0.58	-0.01
197	0.62	-0.01
198	0.62	-0.01
199	0.62	-0.01
200	0.62	-0.01
201	0.62	0.01
202	0.62	0.01
203	0.63	0.01
204	0.63	-0.03
205	0.63	-0.03
206	0.65	-0.03
207	0.65	0.02
208	0.65	0.02
209	0.65	0.02
210	0.65	-0.01
211	0.65	-0.01
212	0.65	-0.01
213	0.65	-0.00
214	0.65	-0.00
215	0.66	-0.00
216	0.66	0.01
217	0.66	0.01
218	0.68	0.01
219	0.68	-0.03
220	0.68	-0.03
221	0.70	-0.03
222	0.70	0.02
223	0.70	0.02
224	0.73	0.02
225	0.73	-0.02
226	0.73	-0.02
227	0.73	-0.02
228	0.73	-0.01
229	0.73	-0.01
230	0.72	-0.01
231	0.72	0.01
232	0.72	0.01
233	0.74	0.01
234	0.74	-0.03
235	0.74	-0.03
236	0.74	-0.03
237	0.74	0.02
238	0.74	0.02
239	0.75	0.02
240	0.75	-0.02
241	0.75	-0.02
242	0.75	-0.02
243	0.75	-0.01
244	0.75	-0.01
245	0.76	-0.01
246	0.76	0.01
247	0.76	0.01
248	0.76	0.01
249	0.76	-0.02
250	0.76	-0.02
251	0.77	-0.02
252	0.77	0.03
253	0.77	0.03
254	0.76	0.03
255	0.76	-0.01
256	0.76	-0.01
257	0.76	-0.01
258	0.76	-0.01
259	0.76	-0.01
260	0.77	-0.01
261	0.77	0.02
262	0.77	0.02
263	0.76	0.02
264	0.76	-0.02
265	0.76	-0.02
266	0.80	-0.02
267	0.80	0.02
268	0.80	0.02
269	0.80	0.02
270	0.80	-0.01
271	0.80	-0.01
272	0.80	-0.01
273	0.80	-0.00
274	0.80	-0.00
275	0.80	-0.00
276	0.80	0.01
277	0.80	0.01
278	0.79	0.01
279	0.79	-0.02
280	0.79	-0.02
281	0.80	-0.02
282	0.80	0.03
283	0.80	0.03
284	0.82	0.03
285	0.82	-0.02
286	0.82	-0.02
287	0.83	-0.02
288	0.83	-0.00
289	0.83	-0.00
290	0.84	-0.00
291	0.84	0.01
292	0.84	0.01
293	0.76	0.01
294	0.76	-0.02
295	0.76	-0.02
296	0.76	-0.02
297	0.76	0.03
298	0.76	0.03
299	0.76	0.03
300	0.76	-0.01
301	0.76	-0.01
302	0.78	-0.01
303	0.78	-0.00
304	0.78	-0.00
305	0.79	-0.00
306	0.79	0.02
307	0.79	0.02
308	0.82	0.02
309	0.82	-0.02
310	0.82	-0.02
311	0.82	-0.02
312	0.82	0.02
313	0.82	0.02
314	0.84	0.02
315	0.84	-0.02
316	0.84	-0.02
317	0.86	-0.02
318	0.86	0.00
319	0.86	0.00
320	0.85	0.00
321	0.85	0.02
322	0.85	0.02
323	0.86	0.02
324	0.86	-0.02
325	0.86	-0.02
326	0.88	-0.02
327	0.88	0.03
328	0.88	0.03
329	2.07	0.03
330	2.07	-0.02
331	2.07	-0.02
332	18.66	-0.02
333	18.66	-0.00
334	18.66	-0.00
335	22.25	-0.00
336	22.25	0.01
337	22.25	0.01
338	20.92	0.01
339	20.92	-0.02
340	20.92	-0.02
341	20.16	-0.02
342	20.16	0.03
343	20.16	0.03
344	20.13	0.03
345	20.13	-0.02
346	20.13	-0.02
347	20.46	-0.02
348	20.46	0.00
349	20.46	0.00
350	20.54	0.00
351	20.54	0.01
352	20.54	0.01
353	20.67	0.01
354	20.67	-0.02
355	20.67	-0.02
356	20.94	-0.02
357	20.94	0.03
358	20.94	0.03
359	21.09	0.03
360	21.09	-0.02
361	21.09	-0.02
362	21.18	-0.02
363	21.18	0.01
364	21.18	0.01
365	21.12	0.01
366	21.12	0.01
367	21.12	0.01
368	21.12	0.01
369	21.12	-0.01
370	21.12	-0.01
371	21.04	-0.01
372	21.04	0.03
373	21.04	0.03
374	21.14	0.03
375	21.14	-0.02
376	21.14	-0.02
377	21.15	-0.02
378	21.15	0.01
379	21.15	0.01
380	21.15	0.01
381	21.15	0.01
382	21.15	0.01
383	21.16	0.01
384	21.16	-0.02
385	21.16	-0.02
386	21.05	-0.02
387	21.05	0.03
388	21.05	0.03
389	21.07	0.03
390	21.07	-0.03
391	21.07	-0.03
392	21.10	-0.03
393	21.10	0.01
394	21.10	0.01
395	21.07	0.01
396	21.07	0.01
397	21.07	0.01
398	21.08	0.01
399	21.08	-0.01
400	21.08	-0.01
401	21.06	-0.01
402	21.06	0.03
403	21.06	0.03
404	21.11	0.03
405	21.11	-0.03
406	21.11	-0.03
407	21.00	-0.03
408	21.00	0.01
409	21.00	0.01
410	21.06	0.01
411	21.06	0.01
412	21.06	0.01
413	21.02	0.01
414	21.02	-0.01
415	21.02	-0.01
416	21.10	-0.01
417	21.10	0.03
418	21.10	0.03
419	21.12	0.03
420	21.12	-0.02
421	21.12	-0.02
422	21.05	-0.02
423	21.05	0.01
424	21.05	0.01
425	21.00	0.01
426	21.00	0.01
427	21.00	0.01
428	21.03	0.01
429	21.03	-0.02
430	21.03	-0.02
431	21.10	-0.02
432	21.10	0.03
433	21.10	0.03
434	21.06	0.03
435	21.06	-0.03
436	21.06	-0.03
437	21.07	-0.03
438	21.07	0.01
439	21.07	0.01
440	21.03	0.01
441	21.03	0.01
442	21.03	0.01
443	21.06	0.01
444	21.06	-0.02
445	21.06	-0.02
446	21.14	-0.02
447	21.14	0.02
448	21.14	0.02
449	21.07	0.02
450	21.07	-0.03
451	21.07	-0.03
452	21.04	-0.03
453	21.04	0.01
454	21.04	0.01
455	21.02	0.01
456	21.02	0.01
457	21.02	0.01
458	21.06	0.01
459	21.06	-0.01
460	21.06	-0.01
461	21.01	-0.01
462	21.01	0.03
463	21.01	0.03
464	21.03	0.03
465	21.03	-0.03
466	21.03	-0.03
467	21.04	-0.03
468	21.04	0.01
469	21.04	0.01
470	21.04	0.01
471	21.04	0.01
472	21.04	0.01
473	21.01	0.01
474	21.01	-0.02
475	21.01	-0.02
476	21.00	-0.02
477	21.00	0.02
478	21.00	0.02
479	20.98	0.02
480	20.98	-0.03
481	20.98	-0.03
482	20.94	-0.03
483	20.94	0.01
484	20.94	0.01
485	21.03	0.01
486	21.03	0.01
487	21.03	0.01
488	21.03	0.01
489	21.03	-0.01
490	21.03	-0.01
491	21.00	-0.01
492	21.00	0.02
493	21.00	0.02
494	20.99	0.02
495	20.99	-0.03
496	20.99	-0.03
497	20.96	-0.03
498	20.96	0.02
499	20.96	0.02
500	21.01	0.02
501	21.01	0.00
502	21.01	0.00
503	21.01	0.00
504	21.01	-0.02
